,Unnamed: 0,folder,channel,type,filename,path,subbed,language,name,filetype,hardsub,episode,permalink,name_en,date,segment,name_ja,episode_id,date_id,peertubeid,cct_id,newpath,uploaded,langcheck,in_en,subs_burnt
234,3976,raw,lincoln,episode,"Lincoln #235 (2011.07.12) - Making an original menu for the TBS summer event (1), Oogiri daigassen with relatives 1(2).mp4","raw/lincoln/episode/Lincoln #235 (2011.07.12) - Making an original menu for the TBS summer event (1), Oogiri daigassen with relatives 1(2).mp4",False,ja,"Lincoln #235 2011.07.12 - Making an original menu for the TBS summer event 1, Oogiri daigassen with relatives 12",mp4,False,235,235-1-ja,"Making an original menu for the TBS summer event 1, Oogiri daigassen with relatives 12",2011-07-12,0,,lincoln235_0,lincoln2011-07-12_0,lincoln-235-1-ja,lincoln_20110712_235_0,episode/lincoln_20110712_235_0_ja.mp4,False,lincoln2011-07-12,False,True
235,3977,raw,lincoln,episode,"Lincoln #236 (2011.07.19) - Understanding the disease Mimura's foot, Making an original menu for the TBS summer event (2).mp4","raw/lincoln/episode/Lincoln #236 (2011.07.19) - Understanding the disease Mimura's foot, Making an original menu for the TBS summer event (2).mp4",False,ja,"Lincoln #236 2011.07.19 - Understanding the disease Mimura's foot, Making an original menu for the TBS summer event 2",mp4,False,236,236-1-ja,"Understanding the disease Mimura's foot, Making an original menu for the TBS summer event 2",2011-07-19,0,,lincoln236_0,lincoln2011-07-19_0,lincoln-236-1-ja,lincoln_20110719_236_0,episode/lincoln_20110719_236_0_ja.mp4,False,lincoln2011-07-19,False,True
236,3978,raw,lincoln,episode,Lincoln #237 (2011.07.26) - Menu battle Guess what is in the dish.mp4,raw/lincoln/episode/Lincoln #237 (2011.07.26) - Menu battle Guess what is in the dish.mp4,False,ja,Lincoln #237 2011.07.26 - Menu battle Guess what is in the dish,mp4,False,237,237-1-ja,Menu battle Guess what is in the dish,2011-07-26,0,,lincoln237_0,lincoln2011-07-26_0,lincoln-237-1-ja,lincoln_20110726_237_0,episode/lincoln_20110726_237_0_ja.mp4,False,lincoln2011-07-26,False,True
237,4036,raw,lincoln,episode,Lincoln #238 (2011.08.02) - Understanding the disease Matsumoto's hip.mp4,raw/lincoln/episode/Lincoln #238 (2011.08.02) - Understanding the disease Matsumoto's hip.mp4,False,ja,Lincoln #238 2011.08.02 - Understanding the disease Matsumoto's hip,mp4,False,238,238-1-ja,Understanding the disease Matsumoto's hip,2011-08-02,0,,lincoln238_0,lincoln2011-08-02_0,lincoln-238-1-ja,lincoln_20110802_238_0,episode/lincoln_20110802_238_0_ja.mp4,False,lincoln2011-08-02,False,True
238,3979,raw,lincoln,episode,Lincoln #239 (2011.08.09) - Oogiri daigassen with relatives 2(1).mp4,raw/lincoln/episode/Lincoln #239 (2011.08.09) - Oogiri daigassen with relatives 2(1).mp4,False,ja,Lincoln #239 2011.08.09 - Oogiri daigassen with relatives 21,mp4,False,239,239-1-ja,Oogiri daigassen with relatives 21,2011-08-09,0,,lincoln239_0,lincoln2011-08-09_0,lincoln-239-1-ja,lincoln_20110809_239_0,episode/lincoln_20110809_239_0_ja.mp4,False,lincoln2011-08-09,False,True
239,3980,raw,lincoln,episode,Lincoln #240 (2011.08.16) - Midnight Horror Radio (sub).mp4,raw/lincoln/episode/Lincoln #240 (2011.08.16) - Midnight Horror Radio (sub).mp4,False,ja,Lincoln #240 2011.08.16 - Midnight Horror Radio sub,mp4,False,240,240-1-ja,Midnight Horror Radio sub,2011-08-16,0,,lincoln240_0,lincoln2011-08-16_0,lincoln-240-1-ja,lincoln_20110816_240_0,episode/lincoln_20110816_240_0_ja.mp4,False,lincoln2011-08-16,True,True
240,3982,raw,lincoln,episode,Lincoln #241 (2011.08.23) - Friendly Downtown Slim Club.flv,raw/lincoln/episode/Lincoln #241 (2011.08.23) - Friendly Downtown Slim Club.flv,False,ja,Lincoln #241 2011.08.23 - Friendly Downtown Slim Club,flv,False,241,241-1-ja,Friendly Downtown Slim Club,2011-08-23,0,,lincoln241_0,lincoln2011-08-23_0,lincoln-241-1-ja,lincoln_20110823_241_0,episode/lincoln_20110823_241_0_ja.flv,False,lincoln2011-08-23,False,False
241,3983,raw,lincoln,episode,Lincoln #242 (2011.08.30) - Oogiri daigassen with relatives 2(2).mp4,raw/lincoln/episode/Lincoln #242 (2011.08.30) - Oogiri daigassen with relatives 2(2).mp4,False,ja,Lincoln #242 2011.08.30 - Oogiri daigassen with relatives 22,mp4,False,242,242-1-ja,Oogiri daigassen with relatives 22,2011-08-30,0,,lincoln242_0,lincoln2011-08-30_0,lincoln-242-1-ja,lincoln_20110830_242_0,episode/lincoln_20110830_242_0_ja.mp4,False,lincoln2011-08-30,False,True
242,3984,raw,lincoln,episode,"Lincoln #243 (2011.09.06) - Romantic bus,  Making an original menu for the TBS summer event (3).mp4","raw/lincoln/episode/Lincoln #243 (2011.09.06) - Romantic bus,  Making an original menu for the TBS summer event (3).mp4",False,ja,"Lincoln #243 2011.09.06 - Romantic bus,  Making an original menu for the TBS summer event 3",mp4,False,243,243-1-ja,"Romantic bus,  Making an original menu for the TBS summer event 3",2011-09-06,0,,lincoln243_0,lincoln2011-09-06_0,lincoln-243-1-ja,lincoln_20110906_243_0,episode/lincoln_20110906_243_0_ja.mp4,False,lincoln2011-09-06,False,True
243,3985,raw,lincoln,episode,Lincoln #244 (2011.09.13) - Quiz Do you remember what happened.mp4,raw/lincoln/episode/Lincoln #244 (2011.09.13) - Quiz Do you remember what happened.mp4,False,ja,Lincoln #244 2011.09.13 - Quiz Do you remember what happened,mp4,False,244,244-1-ja,Quiz Do you remember what happened,2011-09-13,0,,lincoln244_0,lincoln2011-09-13_0,lincoln-244-1-ja,lincoln_20110913_244_0,episode/lincoln_20110913_244_0_ja.mp4,False,lincoln2011-09-13,False,True
244,3986,raw,lincoln,episode,"Lincoln #245 (2011.10.11) - Ristrante Jaru Jaru, Un Jash and Chihara Seiji, Summer games (1).mp4","raw/lincoln/episode/Lincoln #245 (2011.10.11) - Ristrante Jaru Jaru, Un Jash and Chihara Seiji, Summer games (1).mp4",False,ja,"Lincoln #245 2011.10.11 - Ristrante Jaru Jaru, Un Jash and Chihara Seiji, Summer games 1",mp4,False,245,245-1-ja,"Ristrante Jaru Jaru, Un Jash and Chihara Seiji, Summer games 1",2011-10-11,0,,lincoln245_0,lincoln2011-10-11_0,lincoln-245-1-ja,lincoln_20111011_245_0,episode/lincoln_20111011_245_0_ja.mp4,False,lincoln2011-10-11,False,True
245,3987,raw,lincoln,episode,Lincoln #246 (2011.10.18) - Summer games (2).mp4,raw/lincoln/episode/Lincoln #246 (2011.10.18) - Summer games (2).mp4,False,ja,Lincoln #246 2011.10.18 - Summer games 2,mp4,False,246,246-1-ja,Summer games 2,2011-10-18,0,,lincoln246_0,lincoln2011-10-18_0,lincoln-246-1-ja,lincoln_20111018_246_0,episode/lincoln_20111018_246_0_ja.mp4,False,lincoln2011-10-18,False,True
246,4037,raw,lincoln,episode,Lincoln #247 (2011.10.25) - Understanding the disease Otake's stomach.mp4,raw/lincoln/episode/Lincoln #247 (2011.10.25) - Understanding the disease Otake's stomach.mp4,False,ja,Lincoln #247 2011.10.25 - Understanding the disease Otake's stomach,mp4,False,247,247-1-ja,Understanding the disease Otake's stomach,2011-10-25,0,,lincoln247_0,lincoln2011-10-25_0,lincoln-247-1-ja,lincoln_20111025_247_0,episode/lincoln_20111025_247_0_ja.mp4,False,lincoln2011-10-25,False,True
247,3988,raw,lincoln,episode,Lincoln #248 (2011.11.01) - Geinin Tower.flv,raw/lincoln/episode/Lincoln #248 (2011.11.01) - Geinin Tower.flv,False,ja,Lincoln #248 2011.11.01 - Geinin Tower,flv,False,248,248-1-ja,Geinin Tower,2011-11-01,0,,lincoln248_0,lincoln2011-11-01_0,lincoln-248-1-ja,lincoln_20111101_248_0,episode/lincoln_20111101_248_0_ja.flv,False,lincoln2011-11-01,False,False
248,3989,raw,lincoln,episode,Lincoln #249 (2011.11.08) - The world of one hundred seconds.flv,raw/lincoln/episode/Lincoln #249 (2011.11.08) - The world of one hundred seconds.flv,False,ja,Lincoln #249 2011.11.08 - The world of one hundred seconds,flv,False,249,249-1-ja,The world of one hundred seconds,2011-11-08,0,,lincoln249_0,lincoln2011-11-08_0,lincoln-249-1-ja,lincoln_20111108_249_0,episode/lincoln_20111108_249_0_ja.flv,False,lincoln2011-11-08,False,False
249,3990,raw,lincoln,episode,Lincoln #250 (2011.11.15) - Lincoln vs Batman Girls Owarai (1).flv,raw/lincoln/episode/Lincoln #250 (2011.11.15) - Lincoln vs Batman Girls Owarai (1).flv,False,ja,Lincoln #250 2011.11.15 - Lincoln vs Batman Girls Owarai 1,flv,False,250,250-1-ja,Lincoln vs Batman Girls Owarai 1,2011-11-15,0,,lincoln250_0,lincoln2011-11-15_0,lincoln-250-1-ja,lincoln_20111115_250_0,episode/lincoln_20111115_250_0_ja.flv,False,lincoln2011-11-15,False,False
250,3991,raw,lincoln,episode,Lincoln #251 (2011.11.22) - Lincoln vs Batman Girls Owarai (2).flv,raw/lincoln/episode/Lincoln #251 (2011.11.22) - Lincoln vs Batman Girls Owarai (2).flv,False,ja,Lincoln #251 2011.11.22 - Lincoln vs Batman Girls Owarai 2,flv,False,251,251-1-ja,Lincoln vs Batman Girls Owarai 2,2011-11-22,0,,lincoln251_0,lincoln2011-11-22_0,lincoln-251-1-ja,lincoln_20111122_251_0,episode/lincoln_20111122_251_0_ja.flv,False,lincoln2011-11-22,True,False
251,3992,raw,lincoln,episode,Lincoln #252 (2011.11.29) - The world of one hundred seconds.flv,raw/lincoln/episode/Lincoln #252 (2011.11.29) - The world of one hundred seconds.flv,False,ja,Lincoln #252 2011.11.29 - The world of one hundred seconds,flv,False,252,252-1-ja,The world of one hundred seconds,2011-11-29,0,,lincoln252_0,lincoln2011-11-29_0,lincoln-252-1-ja,lincoln_20111129_252_0,episode/lincoln_20111129_252_0_ja.flv,False,lincoln2011-11-29,False,False
252,3993,raw,lincoln,episode,Lincoln #253 (2011.12.06) - Who is the #1 Mascot 1 (1).flv,raw/lincoln/episode/Lincoln #253 (2011.12.06) - Who is the #1 Mascot 1 (1).flv,False,ja,Lincoln #253 2011.12.06 - Who is the #1 Mascot 1 1,flv,False,253,253-1-ja,Who is the #1 Mascot 1 1,2011-12-06,0,,lincoln253_0,lincoln2011-12-06_0,lincoln-253-1-ja,lincoln_20111206_253_0,episode/lincoln_20111206_253_0_ja.flv,False,lincoln2011-12-06,False,False
253,3994,raw,lincoln,episode,Lincoln #254 (2011.12.13) - Breakout Geinins of 2011.flv,raw/lincoln/episode/Lincoln #254 (2011.12.13) - Breakout Geinins of 2011.flv,False,ja,Lincoln #254 2011.12.13 - Breakout Geinins of 2011,flv,False,254,254-1-ja,Breakout Geinins of 2011,2011-12-13,0,,lincoln254_0,lincoln2011-12-13_0,lincoln-254-1-ja,lincoln_20111213_254_0,episode/lincoln_20111213_254_0_ja.flv,False,lincoln2011-12-13,False,False
254,3995,raw,lincoln,episode,Lincoln #255 (2012.01.17) - Who is the #1 Mascot 1 (2).mp4,raw/lincoln/episode/Lincoln #255 (2012.01.17) - Who is the #1 Mascot 1 (2).mp4,False,ja,Lincoln #255 2012.01.17 - Who is the #1 Mascot 1 2,mp4,False,255,255-1-ja,Who is the #1 Mascot 1 2,2012-01-17,0,,lincoln255_0,lincoln2012-01-17_0,lincoln-255-1-ja,lincoln_20120117_255_0,episode/lincoln_20120117_255_0_ja.mp4,False,lincoln2012-01-17,False,True
255,3996,raw,lincoln,episode,Lincoln #256 (2012.01.24) - Classroom with Ryota Yamasato.mp4,raw/lincoln/episode/Lincoln #256 (2012.01.24) - Classroom with Ryota Yamasato.mp4,False,ja,Lincoln #256 2012.01.24 - Classroom with Ryota Yamasato,mp4,False,256,256-1-ja,Classroom with Ryota Yamasato,2012-01-24,0,,lincoln256_0,lincoln2012-01-24_0,lincoln-256-1-ja,lincoln_20120124_256_0,episode/lincoln_20120124_256_0_ja.mp4,False,lincoln2012-01-24,False,True
256,4038,raw,lincoln,episode,Lincoln #257 (2012.01.31) - 2012 New Year's Party Bingo (1).mp4,raw/lincoln/episode/Lincoln #257 (2012.01.31) - 2012 New Year's Party Bingo (1).mp4,False,ja,Lincoln #257 2012.01.31 - 2012 New Year's Party Bingo 1,mp4,False,257,257-1-ja,2012 New Year's Party Bingo 1,2012-01-31,0,,lincoln257_0,lincoln2012-01-31_0,lincoln-257-1-ja,lincoln_20120131_257_0,episode/lincoln_20120131_257_0_ja.mp4,False,lincoln2012-01-31,False,True
257,3997,raw,lincoln,episode,Lincoln #258 (2012.02.07) - 2012 New Year's Party Bingo (2).mp4,raw/lincoln/episode/Lincoln #258 (2012.02.07) - 2012 New Year's Party Bingo (2).mp4,False,ja,Lincoln #258 2012.02.07 - 2012 New Year's Party Bingo 2,mp4,False,258,258-1-ja,2012 New Year's Party Bingo 2,2012-02-07,0,,lincoln258_0,lincoln2012-02-07_0,lincoln-258-1-ja,lincoln_20120207_258_0,episode/lincoln_20120207_258_0_ja.mp4,False,lincoln2012-02-07,False,True
258,3998,raw,lincoln,episode,Lincoln #259 (2012.02.21) - Lincoln Trendy 1.flv,raw/lincoln/episode/Lincoln #259 (2012.02.21) - Lincoln Trendy 1.flv,False,ja,Lincoln #259 2012.02.21 - Lincoln Trendy 1,flv,False,259,259-1-ja,Lincoln Trendy 1,2012-02-21,0,,lincoln259_0,lincoln2012-02-21_0,lincoln-259-1-ja,lincoln_20120221_259_0,episode/lincoln_20120221_259_0_ja.flv,False,lincoln2012-02-21,False,False
259,3999,raw,lincoln,episode,Lincoln #260 (2012.02.28) - Costume Bus Tour.flv,raw/lincoln/episode/Lincoln #260 (2012.02.28) - Costume Bus Tour.flv,False,ja,Lincoln #260 2012.02.28 - Costume Bus Tour,flv,False,260,260-1-ja,Costume Bus Tour,2012-02-28,0,,lincoln260_0,lincoln2012-02-28_0,lincoln-260-1-ja,lincoln_20120228_260_0,episode/lincoln_20120228_260_0_ja.flv,False,lincoln2012-02-28,False,False
260,4000,raw,lincoln,episode,Lincoln #261 (2012.03.06) - Miyasako and Amano birthday.mp4,raw/lincoln/episode/Lincoln #261 (2012.03.06) - Miyasako and Amano birthday.mp4,False,ja,Lincoln #261 2012.03.06 - Miyasako and Amano birthday,mp4,False,261,261-1-ja,Miyasako and Amano birthday,2012-03-06,0,,lincoln261_0,lincoln2012-03-06_0,lincoln-261-1-ja,lincoln_20120306_261_0,episode/lincoln_20120306_261_0_ja.mp4,False,lincoln2012-03-06,False,True
261,4001,raw,lincoln,episode,Lincoln #262 (2012.03.13) - Quiz Do you remember what happened.mp4,raw/lincoln/episode/Lincoln #262 (2012.03.13) - Quiz Do you remember what happened.mp4,False,ja,Lincoln #262 2012.03.13 - Quiz Do you remember what happened,mp4,False,262,262-1-ja,Quiz Do you remember what happened,2012-03-13,0,,lincoln262_0,lincoln2012-03-13_0,lincoln-262-1-ja,lincoln_20120313_262_0,episode/lincoln_20120313_262_0_ja.mp4,False,lincoln2012-03-13,False,True
262,4002,raw,lincoln,episode,Lincoln #263 (2012.04.17) - Private places Guest's favourite restaurants.mp4,raw/lincoln/episode/Lincoln #263 (2012.04.17) - Private places Guest's favourite restaurants.mp4,False,ja,Lincoln #263 2012.04.17 - Private places Guest's favourite restaurants,mp4,False,263,263-1-ja,Private places Guest's favourite restaurants,2012-04-17,0,,lincoln263_0,lincoln2012-04-17_0,lincoln-263-1-ja,lincoln_20120417_263_0,episode/lincoln_20120417_263_0_ja.mp4,False,lincoln2012-04-17,False,True
263,4003,raw,lincoln,episode,Lincoln #264 (2012.04.24) - Understanding the disease Koumoto's pancreatitis.mp4,raw/lincoln/episode/Lincoln #264 (2012.04.24) - Understanding the disease Koumoto's pancreatitis.mp4,False,ja,Lincoln #264 2012.04.24 - Understanding the disease Koumoto's pancreatitis,mp4,False,264,264-1-ja,Understanding the disease Koumoto's pancreatitis,2012-04-24,0,,lincoln264_0,lincoln2012-04-24_0,lincoln-264-1-ja,lincoln_20120424_264_0,episode/lincoln_20120424_264_0_ja.mp4,False,lincoln2012-04-24,False,True
264,4004,raw,lincoln,episode,Lincoln #265 (2012.05.01) - No SATNAV race 1.mp4,raw/lincoln/episode/Lincoln #265 (2012.05.01) - No SATNAV race 1.mp4,False,ja,Lincoln #265 2012.05.01 - No SATNAV race 1,mp4,False,265,265-1-ja,No SATNAV race 1,2012-05-01,0,,lincoln265_0,lincoln2012-05-01_0,lincoln-265-1-ja,lincoln_20120501_265_0,episode/lincoln_20120501_265_0_ja.mp4,False,lincoln2012-05-01,True,True
265,4039,raw,lincoln,episode,Lincoln #266 (2012.05.08) - Lincoln radio Happy surprise.mp4,raw/lincoln/episode/Lincoln #266 (2012.05.08) - Lincoln radio Happy surprise.mp4,False,ja,Lincoln #266 2012.05.08 - Lincoln radio Happy surprise,mp4,False,266,266-1-ja,Lincoln radio Happy surprise,2012-05-08,0,,lincoln266_0,lincoln2012-05-08_0,lincoln-266-1-ja,lincoln_20120508_266_0,episode/lincoln_20120508_266_0_ja.mp4,False,lincoln2012-05-08,False,True
266,4005,raw,lincoln,episode,Lincoln #267 (2012.05.15) - Mothers' cooking competition.mp4,raw/lincoln/episode/Lincoln #267 (2012.05.15) - Mothers' cooking competition.mp4,False,ja,Lincoln #267 2012.05.15 - Mothers' cooking competition,mp4,False,267,267-1-ja,Mothers' cooking competition,2012-05-15,0,,lincoln267_0,lincoln2012-05-15_0,lincoln-267-1-ja,lincoln_20120515_267_0,episode/lincoln_20120515_267_0_ja.mp4,False,lincoln2012-05-15,False,True
267,4006,raw,lincoln,episode,Lincoln #268 (2012.05.22) - Who's the #1 Mascot 2.mp4,raw/lincoln/episode/Lincoln #268 (2012.05.22) - Who's the #1 Mascot 2.mp4,False,ja,Lincoln #268 2012.05.22 - Who's the #1 Mascot 2,mp4,False,268,268-1-ja,Who's the #1 Mascot 2,2012-05-22,0,,lincoln268_0,lincoln2012-05-22_0,lincoln-268-1-ja,lincoln_20120522_268_0,episode/lincoln_20120522_268_0_ja.mp4,False,lincoln2012-05-22,False,True
268,4007,raw,lincoln,episode,Lincoln #269 (2012.05.29) - Otake's kendo project Training.mp4,raw/lincoln/episode/Lincoln #269 (2012.05.29) - Otake's kendo project Training.mp4,False,ja,Lincoln #269 2012.05.29 - Otake's kendo project Training,mp4,False,269,269-1-ja,Otake's kendo project Training,2012-05-29,0,,lincoln269_0,lincoln2012-05-29_0,lincoln-269-1-ja,lincoln_20120529_269_0,episode/lincoln_20120529_269_0_ja.mp4,False,lincoln2012-05-29,False,True
269,4008,raw,lincoln,episode,Lincoln #270 (2012.06.05) - No SATNAV race 2.mp4,raw/lincoln/episode/Lincoln #270 (2012.06.05) - No SATNAV race 2.mp4,False,ja,Lincoln #270 2012.06.05 - No SATNAV race 2,mp4,False,270,270-1-ja,No SATNAV race 2,2012-06-05,0,,lincoln270_0,lincoln2012-06-05_0,lincoln-270-1-ja,lincoln_20120605_270_0,episode/lincoln_20120605_270_0_ja.mp4,False,lincoln2012-06-05,True,True
270,4009,raw,lincoln,episode,Lincoln #271 (2012.06.12) - Money for a good talk.mp4,raw/lincoln/episode/Lincoln #271 (2012.06.12) - Money for a good talk.mp4,False,ja,Lincoln #271 2012.06.12 - Money for a good talk,mp4,False,271,271-1-ja,Money for a good talk,2012-06-12,0,,lincoln271_0,lincoln2012-06-12_0,lincoln-271-1-ja,lincoln_20120612_271_0,episode/lincoln_20120612_271_0_ja.mp4,False,lincoln2012-06-12,False,True
271,4010,raw,lincoln,episode,Lincoln #272 (2012.06.19) - Geinin tower.mp4,raw/lincoln/episode/Lincoln #272 (2012.06.19) - Geinin tower.mp4,False,ja,Lincoln #272 2012.06.19 - Geinin tower,mp4,False,272,272-1-ja,Geinin tower,2012-06-19,0,,lincoln272_0,lincoln2012-06-19_0,lincoln-272-1-ja,lincoln_20120619_272_0,episode/lincoln_20120619_272_0_ja.mp4,False,lincoln2012-06-19,False,True
272,4011,raw,lincoln,episode,Lincoln #273 (2012.06.26) - Lincoln Trendy 2.mp4,raw/lincoln/episode/Lincoln #273 (2012.06.26) - Lincoln Trendy 2.mp4,False,ja,Lincoln #273 2012.06.26 - Lincoln Trendy 2,mp4,False,273,273-1-ja,Lincoln Trendy 2,2012-06-26,0,,lincoln273_0,lincoln2012-06-26_0,lincoln-273-1-ja,lincoln_20120626_273_0,episode/lincoln_20120626_273_0_ja.mp4,False,lincoln2012-06-26,False,True
273,4012,raw,lincoln,episode,Lincoln #274 (2012.07.03) - Lincoln red carpet.mp4,raw/lincoln/episode/Lincoln #274 (2012.07.03) - Lincoln red carpet.mp4,False,ja,Lincoln #274 2012.07.03 - Lincoln red carpet,mp4,False,274,274-1-ja,Lincoln red carpet,2012-07-03,0,,lincoln274_0,lincoln2012-07-03_0,lincoln-274-1-ja,lincoln_20120703_274_0,episode/lincoln_20120703_274_0_ja.mp4,False,lincoln2012-07-03,False,True
274,4013,raw,lincoln,episode,Lincoln #275 (2012.07.10) - Otake kendo project Competition.mp4,raw/lincoln/episode/Lincoln #275 (2012.07.10) - Otake kendo project Competition.mp4,False,ja,Lincoln #275 2012.07.10 - Otake kendo project Competition,mp4,False,275,275-1-ja,Otake kendo project Competition,2012-07-10,0,,lincoln275_0,lincoln2012-07-10_0,lincoln-275-1-ja,lincoln_20120710_275_0,episode/lincoln_20120710_275_0_ja.mp4,False,lincoln2012-07-10,False,True
275,4014,raw,lincoln,episode,"Lincoln #276 (2012.07.17) - No SATNAV race 3, Karaoke contest Boke vs Tsukomi (1).flv","raw/lincoln/episode/Lincoln #276 (2012.07.17) - No SATNAV race 3, Karaoke contest Boke vs Tsukomi (1).flv",False,ja,"Lincoln #276 2012.07.17 - No SATNAV race 3, Karaoke contest Boke vs Tsukomi 1",flv,False,276,276-1-ja,"No SATNAV race 3, Karaoke contest Boke vs Tsukomi 1",2012-07-17,0,,lincoln276_0,lincoln2012-07-17_0,lincoln-276-1-ja,lincoln_20120717_276_0,episode/lincoln_20120717_276_0_ja.flv,False,lincoln2012-07-17,False,False
276,4040,raw,lincoln,episode,Lincoln #277 (2012.08.07) - Karaoke contest Boke vs Tsukomi (2).flv,raw/lincoln/episode/Lincoln #277 (2012.08.07) - Karaoke contest Boke vs Tsukomi (2).flv,False,ja,Lincoln #277 2012.08.07 - Karaoke contest Boke vs Tsukomi 2,flv,False,277,277-1-ja,Karaoke contest Boke vs Tsukomi 2,2012-08-07,0,,lincoln277_0,lincoln2012-08-07_0,lincoln-277-1-ja,lincoln_20120807_277_0,episode/lincoln_20120807_277_0_ja.flv,False,lincoln2012-08-07,False,False
277,4015,raw,lincoln,episode,Lincoln #278 (2012.08.14) - Midnight Horror Radio.flv,raw/lincoln/episode/Lincoln #278 (2012.08.14) - Midnight Horror Radio.flv,False,ja,Lincoln #278 2012.08.14 - Midnight Horror Radio,flv,False,278,278-1-ja,Midnight Horror Radio,2012-08-14,0,,lincoln278_0,lincoln2012-08-14_0,lincoln-278-1-ja,lincoln_20120814_278_0,episode/lincoln_20120814_278_0_ja.flv,False,lincoln2012-08-14,False,False
278,4016,raw,lincoln,episode,Lincoln #279 (2012.08.21) - Water games Geinins vs Transvestites (1).mp4,raw/lincoln/episode/Lincoln #279 (2012.08.21) - Water games Geinins vs Transvestites (1).mp4,False,ja,Lincoln #279 2012.08.21 - Water games Geinins vs Transvestites 1,mp4,False,279,279-1-ja,Water games Geinins vs Transvestites 1,2012-08-21,0,,lincoln279_0,lincoln2012-08-21_0,lincoln-279-1-ja,lincoln_20120821_279_0,episode/lincoln_20120821_279_0_ja.mp4,False,lincoln2012-08-21,False,True
279,4017,raw,lincoln,episode,Lincoln #280 (2012.08.28) - Water games Geinins vs Transvestites (2).mp4,raw/lincoln/episode/Lincoln #280 (2012.08.28) - Water games Geinins vs Transvestites (2).mp4,False,ja,Lincoln #280 2012.08.28 - Water games Geinins vs Transvestites 2,mp4,False,280,280-1-ja,Water games Geinins vs Transvestites 2,2012-08-28,0,,lincoln280_0,lincoln2012-08-28_0,lincoln-280-1-ja,lincoln_20120828_280_0,episode/lincoln_20120828_280_0_ja.mp4,False,lincoln2012-08-28,False,True
280,4018,raw,lincoln,episode,Lincoln #281 (2012.09.04) - Combi Quiz Derby 1.flv,raw/lincoln/episode/Lincoln #281 (2012.09.04) - Combi Quiz Derby 1.flv,False,ja,Lincoln #281 2012.09.04 - Combi Quiz Derby 1,flv,False,281,281-1-ja,Combi Quiz Derby 1,2012-09-04,0,,lincoln281_0,lincoln2012-09-04_0,lincoln-281-1-ja,lincoln_20120904_281_0,episode/lincoln_20120904_281_0_ja.flv,False,lincoln2012-09-04,False,False
281,4019,raw,lincoln,episode,Lincoln #282 (2012.09.11) - Mother's wake up dokkiri contest.flv,raw/lincoln/episode/Lincoln #282 (2012.09.11) - Mother's wake up dokkiri contest.flv,False,ja,Lincoln #282 2012.09.11 - Mother's wake up dokkiri contest,flv,False,282,282-1-ja,Mother's wake up dokkiri contest,2012-09-11,0,,lincoln282_0,lincoln2012-09-11_0,lincoln-282-1-ja,lincoln_20120911_282_0,episode/lincoln_20120911_282_0_ja.flv,False,lincoln2012-09-11,False,False
282,4020,raw,lincoln,episode,Lincoln #283 (2012.09.18) - Best 10 episodes 2012.flv,raw/lincoln/episode/Lincoln #283 (2012.09.18) - Best 10 episodes 2012.flv,False,ja,Lincoln #283 2012.09.18 - Best 10 episodes 2012,flv,False,283,283-1-ja,Best 10 episodes 2012,2012-09-18,0,,lincoln283_0,lincoln2012-09-18_0,lincoln-283-1-ja,lincoln_20120918_283_0,episode/lincoln_20120918_283_0_ja.flv,False,lincoln2012-09-18,False,False
283,4021,raw,lincoln,episode,Lincoln #284 (2012.10.09) - Summer Games.flv,raw/lincoln/episode/Lincoln #284 (2012.10.09) - Summer Games.flv,False,ja,Lincoln #284 2012.10.09 - Summer Games,flv,False,284,284-1-ja,Summer Games,2012-10-09,0,,lincoln284_0,lincoln2012-10-09_0,lincoln-284-1-ja,lincoln_20121009_284_0,episode/lincoln_20121009_284_0_ja.flv,False,lincoln2012-10-09,False,False
284,4022,raw,lincoln,episode,Lincoln #285 (2012.10.23) - No SATNAV race 4.flv,raw/lincoln/episode/Lincoln #285 (2012.10.23) - No SATNAV race 4.flv,False,ja,Lincoln #285 2012.10.23 - No SATNAV race 4,flv,False,285,285-1-ja,No SATNAV race 4,2012-10-23,0,,lincoln285_0,lincoln2012-10-23_0,lincoln-285-1-ja,lincoln_20121023_285_0,episode/lincoln_20121023_285_0_ja.flv,False,lincoln2012-10-23,False,False
285,4023,raw,lincoln,episode,Lincoln #286 (2012.10.30) - Lincoln Trendy 3.flv,raw/lincoln/episode/Lincoln #286 (2012.10.30) - Lincoln Trendy 3.flv,False,ja,Lincoln #286 2012.10.30 - Lincoln Trendy 3,flv,False,286,286-1-ja,Lincoln Trendy 3,2012-10-30,0,,lincoln286_0,lincoln2012-10-30_0,lincoln-286-1-ja,lincoln_20121030_286_0,episode/lincoln_20121030_286_0_ja.flv,False,lincoln2012-10-30,False,False
286,4041,raw,lincoln,episode,Lincoln #287 (2012.11.06) - Combi Quiz Derby 2.flv,raw/lincoln/episode/Lincoln #287 (2012.11.06) - Combi Quiz Derby 2.flv,False,ja,Lincoln #287 2012.11.06 - Combi Quiz Derby 2,flv,False,287,287-1-ja,Combi Quiz Derby 2,2012-11-06,0,,lincoln287_0,lincoln2012-11-06_0,lincoln-287-1-ja,lincoln_20121106_287_0,episode/lincoln_20121106_287_0_ja.flv,False,lincoln2012-11-06,False,False
